Country,BoxOffice,Movie
Belgium,"$29,749 ",crankhighvoltage
Croatia,"$43,200 ",crankhighvoltage
Estonia,"$49,777 ",crankhighvoltage
Greece,"$174,370 ",crankhighvoltage
Iceland,"$44,498 ",crankhighvoltage
Latvia,"$80,693 ",crankhighvoltage
Lithuania,"$92,134 ",crankhighvoltage
Philippines,"$270,872 ",crankhighvoltage
Romania,"$165,632 ",crankhighvoltage
Singapore,"$60,236 ",crankhighvoltage
South Africa,"$64,725 ",crankhighvoltage
Taiwan,"$314,718 ",crankhighvoltage
Turkey,"$440,926 ",crankhighvoltage
United Arab Emirates,"$414,785 ",crankhighvoltage
Australia,"$3,993,751 ",theyoungvictoria
Denmark,n/a,theyoungvictoria
Finland,"$120,334 ",theyoungvictoria
Lebanon,"$19,762 ",theyoungvictoria
Netherlands,"$152,956 ",theyoungvictoria
Norway,n/a,theyoungvictoria
Portugal,"$101,545 ",theyoungvictoria
Singapore,"$53,237 ",theyoungvictoria
Spain,"$1,812,249 ",theyoungvictoria
Ukraine,"$52,907 ",theyoungvictoria
Bulgaria,"$19,018 ",theyoungvictoria
Ecuador,"$14,580 ",theyoungvictoria
France,"$798,669 ",theyoungvictoria
Lithuania,"$43,988 ",theyoungvictoria
New Zealand,"$757,867 ",theyoungvictoria
Peru,"$59,905 ",theyoungvictoria
Russia - CIS,"$98,449 ",theyoungvictoria
South Africa,"$111,940 ",theyoungvictoria
Turkey,"$30,889 ",theyoungvictoria
United Kingdom,"$8,179,212 ",theyoungvictoria
Japan,"$356,133 ",theboondocksaintsiiallsaintsday
Argentina,"$578,542 ",dragonballevolution
Austria,n/a,dragonballevolution
Belgium,"$271,749 ",dragonballevolution
Brazil,"$1,861,083 ",dragonballevolution
Central America,"$63,749 ",dragonballevolution
China,"$7,936,392 ",dragonballevolution
Croatia,n/a,dragonballevolution
Czech Republic/Slovakia,n/a,dragonballevolution
Dominican Republic,n/a,dragonballevolution
East Africa,"$23,197 ",dragonballevolution
Egypt,"$16,712 ",dragonballevolution
Ethiopia,"$2,060 ",dragonballevolution
France,"$2,556,423 ",dragonballevolution
Ghana,"$4,293 ",dragonballevolution
Hong Kong,"$699,847 ",dragonballevolution
Iceland,"$3,935 ",dragonballevolution
Indonesia,"$1,251,541 ",dragonballevolution
Jamaica,n/a,dragonballevolution
Jordan,n/a,dragonballevolution
Lebanon,n/a,dragonballevolution
Malaysia,"$1,591,204 ",dragonballevolution
Netherlands,"$382,916 ",dragonballevolution
Nigeria,"$12,168 ",dragonballevolution
Peru,"$448,035 ",dragonballevolution
Poland,"$180,206 ",dragonballevolution
Qatar,"$37,439 ",dragonballevolution
Russia - CIS,"$806,408 ",dragonballevolution
Singapore,"$715,239 ",dragonballevolution
South Africa,"$293,010 ",dragonballevolution
Spain,"$2,979,059 ",dragonballevolution
Taiwan,"$174,310 ",dragonballevolution
Turkey,n/a,dragonballevolution
United Arab Emirates,"$147,892 ",dragonballevolution
Uruguay,"$35,681 ",dragonballevolution
Vietnam,n/a,dragonballevolution
Australia,"$2,046,264 ",dragonballevolution
Bahrain,"$15,166 ",dragonballevolution
Bolivia,"$80,306 ",dragonballevolution
Bulgaria,n/a,dragonballevolution
Chile,"$357,254 ",dragonballevolution
Colombia,"$417,285 ",dragonballevolution
Czech Republic,n/a,dragonballevolution
Denmark,n/a,dragonballevolution
East & West Africa,n/a,dragonballevolution
Ecuador,"$384,761 ",dragonballevolution
Estonia,n/a,dragonballevolution
Finland,n/a,dragonballevolution
Germany,"$23,719 ",dragonballevolution
Greece and Cyprus,n/a,dragonballevolution
Hungary,"$79,151 ",dragonballevolution
India,"$58,740 ",dragonballevolution
Italy,"$2,661,061 ",dragonballevolution
Japan,"$8,451,374 ",dragonballevolution
Kuwait,"$82,571 ",dragonballevolution
Lesser Antilles,n/a,dragonballevolution
Mexico,"$2,414,834 ",dragonballevolution
New Zealand,"$443,490 ",dragonballevolution
Oman,"$7,333 ",dragonballevolution
Philippines,"$563,519 ",dragonballevolution
Puerto Rico,n/a,dragonballevolution
Romania,"$15,929 ",dragonballevolution
Serbia & Montenegro,n/a,dragonballevolution
Slovenia,n/a,dragonballevolution
South Korea,"$2,013,402 ",dragonballevolution
Sweden,"$78,743 ",dragonballevolution
Thailand,"$907,264 ",dragonballevolution
Ukraine,"$44,350 ",dragonballevolution
United Kingdom,"$995,042 ",dragonballevolution
Venezuela,"$1,143,339 ",dragonballevolution
Argentina,"$149,243 ",aseriousman
Austria,"$222,750 ",aseriousman
Colombia,"$12,595 ",aseriousman
Czech Republic,"$57,490 ",aseriousman
Finland,"$210,475 ",aseriousman
Germany,"$1,812,097 ",aseriousman
Hong Kong,"$35,738 ",aseriousman
Italy,"$3,644,266 ",aseriousman
Mexico,"$137,186 ",aseriousman
New Zealand,"$35,227 ",aseriousman
Poland,"$346,837 ",aseriousman
Russia - CIS,"$150,931 ",aseriousman
Singapore,"$20,568 ",aseriousman
South Africa,"$105,268 ",aseriousman
Spain,"$1,328,026 ",aseriousman
Thailand,"$13,935 ",aseriousman
United Kingdom,"$2,403,412 ",aseriousman
Venezuela,"$10,164 ",aseriousman
Australia,"$741,212 ",aseriousman
Belgium,"$489,273 ",aseriousman
Croatia,"$26,719 ",aseriousman
Denmark,"$538,865 ",aseriousman
France,"$3,582,435 ",aseriousman
Greece,"$198,893 ",aseriousman
Iceland,"$27,641 ",aseriousman
Lithuania,"$3,521 ",aseriousman
Netherlands,"$524,566 ",aseriousman
Norway,"$350,701 ",aseriousman
Portugal,"$67,419 ",aseriousman
Serbia & Montenegro,"$15,937 ",aseriousman
Slovenia,"$7,920 ",aseriousman
South Korea,"$53,793 ",aseriousman
Sweden,"$178,296 ",aseriousman
Turkey,"$51,228 ",aseriousman
Uruguay,"$25,622 ",aseriousman
Argentina,"$94,927 ",asingleman
Austria,"$146,720 ",asingleman
Brazil,"$264,017 ",asingleman
Colombia,"$51,644 ",asingleman
Denmark,"$549,200 ",asingleman
France,"$588,829 ",asingleman
Greece,"$185,789 ",asingleman
Italy,"$1,531,617 ",asingleman
New Zealand,"$476,778 ",asingleman
Peru,"$18,259 ",asingleman
Portugal,"$229,706 ",asingleman
Singapore,"$76,510 ",asingleman
Spain,"$870,400 ",asingleman
Taiwan,"$22,808 ",asingleman
United Kingdom,"$4,035,997 ",asingleman
Australia,"$1,380,617 ",asingleman
Belgium,"$397,654 ",asingleman
Chile,"$36,136 ",asingleman
Czech Republic,"$76,824 ",asingleman
Finland,"$57,355 ",asingleman
Germany,"$1,612,440 ",asingleman
Hong Kong,"$107,009 ",asingleman
Netherlands,"$891,594 ",asingleman
Norway,"$208,043 ",asingleman
Poland,"$201,340 ",asingleman
Russia - CIS,"$175,933 ",asingleman
South Korea,"$5,373 ",asingleman
Sweden,"$294,132 ",asingleman
Turkey,"$90,862 ",asingleman
Uruguay,"$9,975 ",asingleman
Argentina,"$190,231 ",everybodysfine
Bolivia,"$6,703 ",everybodysfine
Chile,"$32,530 ",everybodysfine
Croatia,"$7,795 ",everybodysfine
Ecuador,"$94,573 ",everybodysfine
Germany,"$283,450 ",everybodysfine
Hungary,"$73,730 ",everybodysfine
Italy,"$1,994,220 ",everybodysfine
Lithuania,"$48,385 ",everybodysfine
Nigeria,"$7,475 ",everybodysfine
Philippines,"$15,676 ",everybodysfine
Portugal,"$111,775 ",everybodysfine
Slovenia,"$5,156 ",everybodysfine
Spain,"$1,411,903 ",everybodysfine
United Arab Emirates,"$80,397 ",everybodysfine
Venezuela,"$124,312 ",everybodysfine
Belgium,"$14,611 ",everybodysfine
Bulgaria,"$47,136 ",everybodysfine
Colombia,"$64,836 ",everybodysfine
Czech Republic,"$25,633 ",everybodysfine
Estonia,"$4,332 ",everybodysfine
Hong Kong,"$187,570 ",everybodysfine
Israel,"$379,816 ",everybodysfine
Lebanon,"$55,409 ",everybodysfine
Mexico,"$1,424,925 ",everybodysfine
Peru,"$38,501 ",everybodysfine
Poland,"$50,569 ",everybodysfine
Singapore,"$34,103 ",everybodysfine
South Africa,"$49,980 ",everybodysfine
Turkey,"$253,428 ",everybodysfine
Uruguay,"$44,534 ",everybodysfine
Argentina,"$128,974 ",thetimetravelerswife
Austria,"$280,315 ",thetimetravelerswife
Brazil,"$1,395,325 ",thetimetravelerswife
Central America,"$25,637 ",thetimetravelerswife
Colombia,"$71,814 ",thetimetravelerswife
Czech Republic,"$31,022 ",thetimetravelerswife
Ecuador,"$41,781 ",thetimetravelerswife
France,"$226,318 ",thetimetravelerswife
Ghana,"$7,078 ",thetimetravelerswife
Hong Kong,"$620,066 ",thetimetravelerswife
Iceland,"$14,593 ",thetimetravelerswife
Italy,"$710,243 ",thetimetravelerswife
Latvia,"$40,750 ",thetimetravelerswife
Lithuania,"$73,453 ",thetimetravelerswife
Mexico,"$2,345,730 ",thetimetravelerswife
New Zealand,"$618,569 ",thetimetravelerswife
Peru,"$198,926 ",thetimetravelerswife
Poland,"$55,556 ",thetimetravelerswife
Romania,"$77,663 ",thetimetravelerswife
Singapore,"$495,208 ",thetimetravelerswife
Slovenia,"$32,382 ",thetimetravelerswife
South Korea,"$4,657,881 ",thetimetravelerswife
Taiwan,"$442,996 ",thetimetravelerswife
Turkey,"$478,833 ",thetimetravelerswife
United Kingdom,"$12,171,979 ",thetimetravelerswife
Venezuela,"$57,996 ",thetimetravelerswife
Australia,"$5,182,619 ",thetimetravelerswife
Bolivia,"$12,138 ",thetimetravelerswife
Bulgaria,"$38,229 ",thetimetravelerswife
Chile,"$56,630 ",thetimetravelerswife
Croatia,"$83,556 ",thetimetravelerswife
East Africa,"$19,061 ",thetimetravelerswife
Estonia,"$32,533 ",thetimetravelerswife
Germany,"$1,598,672 ",thetimetravelerswife
Greece,"$73,626 ",thetimetravelerswife
Hungary,"$185,017 ",thetimetravelerswife
Israel,"$448,482 ",thetimetravelerswife
Japan,"$933,360 ",thetimetravelerswife
Lebanon,"$37,506 ",thetimetravelerswife
Malaysia,"$209,263 ",thetimetravelerswife
Netherlands,"$251,566 ",thetimetravelerswife
Nigeria,"$16,858 ",thetimetravelerswife
Philippines,"$235,282 ",thetimetravelerswife
Portugal,"$118,433 ",thetimetravelerswife
Russia - CIS,"$1,182,418 ",thetimetravelerswife
Slovakia,"$17,909 ",thetimetravelerswife
South Africa,"$417,300 ",thetimetravelerswife
Spain,"$1,073,725 ",thetimetravelerswife
Thailand,"$122,210 ",thetimetravelerswife
United Arab Emirates,"$228,344 ",thetimetravelerswife
Uruguay,"$5,912 ",thetimetravelerswife
Argentina,"$208,676 ",thehauntinginconnecticut
Belgium,"$255,864 ",thehauntinginconnecticut
Brazil,"$1,682,223 ",thehauntinginconnecticut
Chile,"$212,483 ",thehauntinginconnecticut
Estonia,"$15,566 ",thehauntinginconnecticut
Germany,"$429,072 ",thehauntinginconnecticut
Hungary,"$67,338 ",thehauntinginconnecticut
Italy,"$1,900,389 ",thehauntinginconnecticut
Lebanon,"$18,698 ",thehauntinginconnecticut
Malaysia,"$41,063 ",thehauntinginconnecticut
Netherlands,"$280,327 ",thehauntinginconnecticut
Peru,"$479,798 ",thehauntinginconnecticut
Poland,"$436,538 ",thehauntinginconnecticut
Russia - CIS,"$530,989 ",thehauntinginconnecticut
South Africa,"$94,715 ",thehauntinginconnecticut
Spain,"$2,430,568 ",thehauntinginconnecticut
Taiwan,"$276,930 ",thehauntinginconnecticut
Turkey,"$569,860 ",thehauntinginconnecticut
United Kingdom,"$6,191,957 ",thehauntinginconnecticut
Venezuela,"$275,080 ",thehauntinginconnecticut
Austria,"$55,369 ",thehauntinginconnecticut
Bolivia,"$41,961 ",thehauntinginconnecticut
Central America,"$14,389 ",thehauntinginconnecticut
Croatia,"$38,772 ",thehauntinginconnecticut
Finland,"$23,208 ",thehauntinginconnecticut
Hong Kong,"$835,281 ",thehauntinginconnecticut
Iceland,"$10,775 ",thehauntinginconnecticut
Latvia,"$16,651 ",thehauntinginconnecticut
Lithuania,"$25,026 ",thehauntinginconnecticut
Mexico,"$2,705,122 ",thehauntinginconnecticut
Norway,"$40,137 ",thehauntinginconnecticut
Philippines,"$237,338 ",thehauntinginconnecticut
Portugal,"$253,839 ",thehauntinginconnecticut
Singapore,"$382,978 ",thehauntinginconnecticut
South Korea,"$432,568 ",thehauntinginconnecticut
Sweden,"$131,182 ",thehauntinginconnecticut
Thailand,"$412,693 ",thehauntinginconnecticut
United Arab Emirates,"$97,244 ",thehauntinginconnecticut
Uruguay,"$27,510 ",thehauntinginconnecticut
Argentina,"$574,286 ",mybloodyvalentine
Austria,"$1,059,834 ",mybloodyvalentine
Bolivia,"$106,046 ",mybloodyvalentine
Bulgaria,"$166,802 ",mybloodyvalentine
Chile,"$103,629 ",mybloodyvalentine
Croatia,"$191,210 ",mybloodyvalentine
Denmark,"$142,938 ",mybloodyvalentine
Estonia,"$160,017 ",mybloodyvalentine
France,"$1,243,679 ",mybloodyvalentine
Greece,"$140,664 ",mybloodyvalentine
Hungary,"$414,926 ",mybloodyvalentine
Italy,"$8,725,914 ",mybloodyvalentine
Lebanon,"$138,047 ",mybloodyvalentine
Malaysia,"$94,482 ",mybloodyvalentine
Netherlands,"$1,175,804 ",mybloodyvalentine
Norway,"$255,700 ",mybloodyvalentine
Philippines,"$120,335 ",mybloodyvalentine
Portugal,"$194,087 ",mybloodyvalentine
Russia - CIS,"$2,093,298 ",mybloodyvalentine
Singapore,"$382,635 ",mybloodyvalentine
South Africa,"$47,860 ",mybloodyvalentine
Spain,"$4,593,087 ",mybloodyvalentine
Switzerland,"$236,606 ",mybloodyvalentine
Thailand,"$465,833 ",mybloodyvalentine
United Arab Emirates,"$284,301 ",mybloodyvalentine
Uruguay,"$100,897 ",mybloodyvalentine
Australia,"$1,293,069 ",mybloodyvalentine
Belgium,"$617,724 ",mybloodyvalentine
Brazil,"$1,229,646 ",mybloodyvalentine
Central America,"$53,412 ",mybloodyvalentine
Colombia,"$334,759 ",mybloodyvalentine
Czech Republic,"$538,771 ",mybloodyvalentine
Ecuador,"$432,238 ",mybloodyvalentine
Finland,"$124,493 ",mybloodyvalentine
Germany,"$3,135,001 ",mybloodyvalentine
Hong Kong,"$313,932 ",mybloodyvalentine
Iceland,"$95,533 ",mybloodyvalentine
Latvia,"$216,948 ",mybloodyvalentine
Lithuania,"$124,231 ",mybloodyvalentine
Mexico,"$1,838,594 ",mybloodyvalentine
New Zealand,"$194,914 ",mybloodyvalentine
Peru,"$485,701 ",mybloodyvalentine
Poland,"$822,494 ",mybloodyvalentine
Romania,"$573,262 ",mybloodyvalentine
Serbia & Montenegro,"$2,254 ",mybloodyvalentine
Slovenia,"$87,559 ",mybloodyvalentine
South Korea,"$962,057 ",mybloodyvalentine
Sweden,"$529,643 ",mybloodyvalentine
Taiwan,"$650,526 ",mybloodyvalentine
Turkey,"$875,120 ",mybloodyvalentine
United Kingdom,"$10,150,007 ",mybloodyvalentine
Venezuela,"$293,961 ",mybloodyvalentine
Argentina,"$303,251 ",precious
Austria,"$249,353 ",precious
Bolivia,"$4,326 ",precious
Chile,"$45,371 ",precious
Denmark,"$949,520 ",precious
France,"$439,889 ",precious
Hong Kong,"$154,411 ",precious
Italy,"$767,729 ",precious
Mexico,"$859,206 ",precious
New Zealand,"$493,185 ",precious
Peru,"$106,931 ",precious
Russia - CIS,"$30,130 ",precious
South Africa,"$157,428 ",precious
Sweden,"$555,381 ",precious
Turkey,"$54,593 ",precious
United Kingdom,"$1,902,694 ",precious
Venezuela,"$181,250 ",precious
Australia,"$1,223,232 ",precious
Belgium,"$275,195 ",precious
Brazil,"$927,316 ",precious
Colombia,"$307,036 ",precious
Finland,"$265,570 ",precious
Germany,"$1,234,336 ",precious
Iceland,"$32,241 ",precious
Lebanon,"$5,964 ",precious
Netherlands,"$806,168 ",precious
Norway,"$394,361 ",precious
Portugal,"$283,991 ",precious
Singapore,"$59,680 ",precious
Spain,"$2,794,276 ",precious
Taiwan,"$142,067 ",precious
United Arab Emirates,"$29,016 ",precious
Uruguay,"$46,212 ",precious
Argentina,"$375,781 ",underworldriseofthelycans
Australia,"$3,421,006 ",underworldriseofthelycans
Bahrain,"$59,401 ",underworldriseofthelycans
Bolivia,"$40,237 ",underworldriseofthelycans
Bulgaria,"$164,969 ",underworldriseofthelycans
Chile,"$316,294 ",underworldriseofthelycans
Croatia,"$83,584 ",underworldriseofthelycans
Czech Republic,"$278,926 ",underworldriseofthelycans
East Africa,"$30,266 ",underworldriseofthelycans
Egypt,"$84,621 ",underworldriseofthelycans
Ethiopia,"$6,857 ",underworldriseofthelycans
Germany,"$2,465,572 ",underworldriseofthelycans
Greece,"$1,226,172 ",underworldriseofthelycans
Hong Kong,"$396,653 ",underworldriseofthelycans
Iceland,"$27,912 ",underworldriseofthelycans
Indonesia,"$672,678 ",underworldriseofthelycans
Italy,"$1,539,667 ",underworldriseofthelycans
Japan,"$325,807 ",underworldriseofthelycans
Kuwait,"$249,999 ",underworldriseofthelycans
Lebanon,"$69,443 ",underworldriseofthelycans
Lithuania,"$86,788 ",underworldriseofthelycans
Mexico,"$3,847,460 ",underworldriseofthelycans
Nigeria,"$59,764 ",underworldriseofthelycans
Peru,"$286,161 ",underworldriseofthelycans
Poland,"$746,464 ",underworldriseofthelycans
Qatar,"$87,605 ",underworldriseofthelycans
Russia - CIS,"$3,166,564 ",underworldriseofthelycans
Singapore,"$717,421 ",underworldriseofthelycans
Slovenia,"$65,147 ",underworldriseofthelycans
South Korea,"$218,346 ",underworldriseofthelycans
Taiwan,"$350,200 ",underworldriseofthelycans
Turkey,"$386,898 ",underworldriseofthelycans
United Arab Emirates,"$471,453 ",underworldriseofthelycans
Uruguay,"$21,169 ",underworldriseofthelycans
Aruba,"$15,857 ",underworldriseofthelycans
Austria,"$524,711 ",underworldriseofthelycans
Belgium,"$94,540 ",underworldriseofthelycans
Brazil,"$1,410,721 ",underworldriseofthelycans
Central America,"$310,431 ",underworldriseofthelycans
Colombia,"$358,079 ",underworldriseofthelycans
Curacao,"$17,075 ",underworldriseofthelycans
Denmark,"$26,025 ",underworldriseofthelycans
Ecuador,"$171,717 ",underworldriseofthelycans
Estonia,"$28,977 ",underworldriseofthelycans
France,"$2,969,896 ",underworldriseofthelycans
Ghana,"$9,939 ",underworldriseofthelycans
Greece and Cyprus,"$1,391,779 ",underworldriseofthelycans
Hungary,"$196,276 ",underworldriseofthelycans
India,"$1,064,719 ",underworldriseofthelycans
Israel,"$20,322 ",underworldriseofthelycans
Jamaica,"$79,053 ",underworldriseofthelycans
Jordan,"$41,641 ",underworldriseofthelycans
Latvia,"$62,676 ",underworldriseofthelycans
Lesser Antilles,"$106,241 ",underworldriseofthelycans
Malaysia,"$1,836,866 ",underworldriseofthelycans
New Zealand,"$393,629 ",underworldriseofthelycans
Oman,"$28,017 ",underworldriseofthelycans
Philippines,"$1,671,121 ",underworldriseofthelycans
Portugal,"$281,000 ",underworldriseofthelycans
Romania,"$88,122 ",underworldriseofthelycans
Serbia & Montenegro,"$25,568 ",underworldriseofthelycans
Slovakia,"$81,807 ",underworldriseofthelycans
South Africa,"$262,809 ",underworldriseofthelycans
Spain,"$3,548,025 ",underworldriseofthelycans
Thailand,"$1,816,412 ",underworldriseofthelycans
Ukraine,"$296,029 ",underworldriseofthelycans
United Kingdom,"$3,687,631 ",underworldriseofthelycans
Venezuela,"$1,033,059 ",underworldriseofthelycans
Argentina,"$211,753 ",thelovelybones
Austria,"$345,482 ",thelovelybones
Bolivia,"$2,611 ",thelovelybones
Bulgaria,n/a,thelovelybones
Colombia,"$109,827 ",thelovelybones
Czech Republic,"$73,308 ",thelovelybones
Ecuador,"$52,629 ",thelovelybones
Estonia,"$14,226 ",thelovelybones
France,"$2,174,440 ",thelovelybones
Greece,"$489,108 ",thelovelybones
Iceland,"$12,700 ",thelovelybones
Israel,"$73,342 ",thelovelybones
Japan,"$6,823,934 ",thelovelybones
Lebanon,"$13,545 ",thelovelybones
Malaysia,"$118,942 ",thelovelybones
Netherlands,"$760,157 ",thelovelybones
Nigeria,"$4,922 ",thelovelybones
Peru,"$203,133 ",thelovelybones
Portugal,"$164,735 ",thelovelybones
Russia - CIS,"$1,316,823 ",thelovelybones
Singapore,"$164,275 ",thelovelybones
Slovenia,"$13,243 ",thelovelybones
South Korea,"$1,369,374 ",thelovelybones
Sweden,"$408,298 ",thelovelybones
Turkey,"$171,571 ",thelovelybones
United Arab Emirates,"$58,549 ",thelovelybones
Uruguay,"$5,237 ",thelovelybones
Australia,"$6,089,234 ",thelovelybones
Belgium,"$498,758 ",thelovelybones
Brazil,"$1,612,729 ",thelovelybones
Chile,"$276,533 ",thelovelybones
Croatia,"$58,794 ",thelovelybones
Denmark,"$1,044,361 ",thelovelybones
Egypt,"$28,688 ",thelovelybones
Finland,"$135,678 ",thelovelybones
Germany,"$2,316,186 ",thelovelybones
Hong Kong,"$215,670 ",thelovelybones
Indonesia,"$65,710 ",thelovelybones
Italy,"$2,396,608 ",thelovelybones
Latvia,"$6,240 ",thelovelybones
Lithuania,"$48,228 ",thelovelybones
Mexico,"$2,898,173 ",thelovelybones
New Zealand,"$2,388,913 ",thelovelybones
Norway,"$168,592 ",thelovelybones
Poland,"$612,157 ",thelovelybones
Romania,"$44,254 ",thelovelybones
Serbia & Montenegro,"$28,101 ",thelovelybones
Slovakia,n/a,thelovelybones
South Africa,"$113,270 ",thelovelybones
Spain,"$1,545,639 ",thelovelybones
Taiwan,"$216,418 ",thelovelybones
Ukraine,"$124,833 ",thelovelybones
United Kingdom,"$9,301,424 ",thelovelybones
Venezuela,"$151,657 ",thelovelybones
Argentina,"$776,427 ",theunborn
Austria,"$190,203 ",theunborn
Bolivia,"$9,892 ",theunborn
Bulgaria,"$43,575 ",theunborn
Chile,"$344,528 ",theunborn
Croatia,"$33,909 ",theunborn
Czech Republic,"$87,487 ",theunborn
Ecuador,"$209,544 ",theunborn
Estonia,"$15,982 ",theunborn
France,"$1,020,734 ",theunborn
Greece,"$406,785 ",theunborn
Iceland,"$18,277 ",theunborn
Italy,"$2,260,943 ",theunborn
Lebanon,"$51,520 ",theunborn
Lithuania,"$91,195 ",theunborn
Mexico,"$5,249,945 ",theunborn
Netherlands,"$366,974 ",theunborn
Norway,"$72,694 ",theunborn
Philippines,"$308,171 ",theunborn
Portugal,"$188,503 ",theunborn
Russia - CIS,"$1,540,399 ",theunborn
Slovenia,"$67,116 ",theunborn
South Korea,"$939,825 ",theunborn
Sweden,"$148,495 ",theunborn
Taiwan,"$115,233 ",theunborn
Ukraine,"$236,571 ",theunborn
United Kingdom,"$5,574,004 ",theunborn
Venezuela,"$1,620,599 ",theunborn
Australia,"$1,399,052 ",theunborn
Belgium,"$288,914 ",theunborn
Brazil,"$872,939 ",theunborn
Central America,"$89,568 ",theunborn
Colombia,"$476,433 ",theunborn
Cyprus,n/a,theunborn
Denmark,"$47,314 ",theunborn
Egypt,"$110,822 ",theunborn
Finland,"$119,765 ",theunborn
Germany,"$1,619,446 ",theunborn
Hungary,"$64,180 ",theunborn
Israel,"$96,138 ",theunborn
Latvia,"$24,670 ",theunborn
Lesser Antilles,n/a,theunborn
Malaysia,"$198,088 ",theunborn
Middle East Other,"$184,703 ",theunborn
New Zealand,"$64,956 ",theunborn
Peru,"$503,820 ",theunborn
Poland,"$323,465 ",theunborn
Romania,"$60,630 ",theunborn
Singapore,"$331,570 ",theunborn
South Africa,"$71,395 ",theunborn
Spain,"$3,459,431 ",theunborn
Switzerland,"$246,805 ",theunborn
Turkey,"$84,695 ",theunborn
United Arab Emirates,"$512,033 ",theunborn
Uruguay,"$7,351 ",theunborn
Vietnam,n/a,theunborn
Argentina,"$610,784 ",orphan
Austria,"$139,253 ",orphan
Brazil,"$814,780 ",orphan
Central America,"$113,875 ",orphan
Colombia,"$574,599 ",orphan
Czech Republic,n/a,orphan
Egypt,"$119,269 ",orphan
Finland,"$38,318 ",orphan
Germany,"$957,930 ",orphan
Hong Kong,"$1,069,646 ",orphan
Indonesia,"$614,532 ",orphan
Latvia,"$32,846 ",orphan
Lithuania,"$88,259 ",orphan
Mexico,"$3,836,710 ",orphan
New Zealand,"$157,630 ",orphan
Peru,"$626,784 ",orphan
Portugal,"$328,984 ",orphan
Russia - CIS,"$1,538,885 ",orphan
Singapore,"$400,746 ",orphan
Slovenia,"$73,877 ",orphan
South Korea,"$3,078,994 ",orphan
Taiwan,"$652,099 ",orphan
Turkey,"$454,693 ",orphan
United Kingdom,"$3,538,218 ",orphan
Venezuela,"$2,096,667 ",orphan
Australia,"$741,241 ",orphan
Bolivia,"$73,403 ",orphan
Bulgaria,n/a,orphan
Chile,"$722,045 ",orphan
Croatia,"$78,085 ",orphan
Ecuador,"$98,769 ",orphan
Estonia,"$48,888 ",orphan
France,"$5,790,293 ",orphan
Greece,"$819,189 ",orphan
Iceland,"$24,985 ",orphan
Italy,"$1,283,140 ",orphan
Lebanon,"$58,448 ",orphan
Malaysia,"$375,664 ",orphan
Netherlands,"$518,022 ",orphan
Norway,"$73,615 ",orphan
Philippines,"$306,284 ",orphan
Romania,"$45,137 ",orphan
Serbia & Montenegro,"$41,167 ",orphan
Slovakia,"$10,570 ",orphan
South Africa,"$118,712 ",orphan
Spain,"$2,713,843 ",orphan
Thailand,"$158,321 ",orphan
United Arab Emirates,"$213,145 ",orphan
Uruguay,"$44,656 ",orphan
Argentina,"$981,517 ",invictus
Austria,"$218,175 ",invictus
Bolivia,"$33,539 ",invictus
Chile,"$203,487 ",invictus
Croatia,"$29,059 ",invictus
East Africa,"$50,988 ",invictus
Finland,"$45,038 ",invictus
Germany,"$763,812 ",invictus
Hong Kong,"$170,814 ",invictus
Israel,"$216,409 ",invictus
Japan,"$8,623,873 ",invictus
Malaysia,"$25,220 ",invictus
Netherlands,"$411,567 ",invictus
Nigeria,"$14,430 ",invictus
Peru,"$209,540 ",invictus
Portugal,"$1,249,560 ",invictus
Russia - CIS,"$52,434 ",invictus
Singapore,"$237,086 ",invictus
South Africa,"$1,424,679 ",invictus
Spain,"$10,313,309 ",invictus
Taiwan,"$146,643 ",invictus
United Arab Emirates,"$119,506 ",invictus
Uruguay,"$210,474 ",invictus
Australia,"$6,432,362 ",invictus
Belgium,"$738,223 ",invictus
Brazil,"$1,923,500 ",invictus
Colombia,"$400,498 ",invictus
Denmark,"$361,646 ",invictus
Ecuador,"$45,704 ",invictus
France,"$26,616,922 ",invictus
Greece,"$343,660 ",invictus
Iceland,"$2,198 ",invictus
Italy,"$9,063,387 ",invictus
Lithuania,"$19,404 ",invictus
Mexico,"$2,238,624 ",invictus
New Zealand,"$348,222 ",invictus
Norway,"$211,989 ",invictus
Philippines,"$78,787 ",invictus
Romania,"$37,372 ",invictus
Serbia & Montenegro,"$26,096 ",invictus
Slovenia,"$44,070 ",invictus
South Korea,"$696,868 ",invictus
Sweden,"$47,860 ",invictus
Turkey,"$115,686 ",invictus
United Kingdom,"$6,870,705 ",invictus
Venezuela,"$340,248 ",invictus
Australia,"$1,200,290 ",notorious
East & West Africa,"$68,000 ",notorious
France,"$958,594 ",notorious
Ghana,"$5,288 ",notorious
Jamaica,"$41,320 ",notorious
New Zealand,"$143,322 ",notorious
Philippines,"$4,319 ",notorious
Puerto Rico,"$97,687 ",notorious
Singapore,"$10,813 ",notorious
Spain,"$38,793 ",notorious
Belgium,n/a,notorious
East Africa,"$16,225 ",notorious
Germany,"$596,015 ",notorious
Italy,"$209,043 ",notorious
Lesser Antilles,"$34,741 ",notorious
Nigeria,"$14,178 ",notorious
Poland,n/a,notorious
Russia - CIS,n/a,notorious
South Africa,"$141,099 ",notorious
United Kingdom,"$3,948,342 ",notorious
Argentina,"$353,674 ",thepinkpanther2
Austria,"$1,423,387 ",thepinkpanther2
Belgium,"$892,917 ",thepinkpanther2
