Movie,Actor,Character,Gender,Country
Bad Grandpa,Kamber Hejlik,Doctor,Female,None
Bad Grandpa,Madison Davis,Juggalo Girl,Female,None
Bad Grandpa,Marilynn Allain,Receptionist,Female,None
Bad Grandpa,Gregorio,Chuck       (as Greg Harris),male,None
Bad Grandpa,Quintin Duncan,Himself,male,None
Bad Grandpa,Spike Jonze,Gloria,male,USA
Bad Grandpa,George Faughnan,Juggalo Guy,Male,None
Bad Grandpa,Jack Polick,Funeral Worker,Male,None
Bad Grandpa,Jackson Nicoll,Billy,Male,None
Bad Grandpa,Johnny Knoxville,Irving Zisman,Male,USA
Bad Grandpa,Marlon Davis,Himself,Male,None
Bad Moms,Annie Mumolo,Vicky,Female,USA
Bad Moms,Christina Applegate,Gwendolyn,Female,USA
Bad Moms,Jada Pinkett Smith,Stacy,Female,USA
Bad Moms,Kathryn Hahn,Carla,Female,USA
Bad Moms,Kristen Bell,Kiki,Female,USA
Bad Moms,Leah Mckendrick,Sharon,Female,None
Bad Moms,Megan Ferguson,Tessa,Female,USA
Bad Moms,Mila Kunis,Amy,Female,Ukraine
Bad Moms,Oona Laurence,Jane,Female,USA
Bad Moms,Clark Duke,Dale Kipler,Male,USA
Bad Moms,David Walton,Mike,Male,USA
Bad Moms,Emjay Anthony,Dylan,Male,USA
Bad Moms,Jay Hernandez,Jessie Harkness,Male,USA
Bad Moms,Lyle Brocato,Kent,Male,USA
Bad Moms,Wendell Pierce,Principal Burr,Male,USA
Bad Santa 2,Christina Hendricks,Diane Hastings,Female,USA
Bad Santa 2,Cristina Rosato,Alice,Female,Canada
Bad Santa 2,Jenny Zigrino,Gina De Luca,Female,None
Bad Santa 2,Kathy Bates,Sunny Soke,Female,USA
Bad Santa 2,Octavia Spencer,Opal,Female,USA
Bad Santa 2,Ranee Lee,Choirmaster,Female,None
Bad Santa 2,Selah Victor,Breast Feeding Mom,Female,USA
Bad Santa 2,Billy Bob Thornton,Willie Soke,Male,USA
Bad Santa 2,Brett Kelly,Thurman Merman,Male,Canada
Bad Santa 2,Dean Hagopian,Costume Greeter,Male,None
Bad Santa 2,Jeff Skowron,Dorfman,Male,USA
Bad Santa 2,Lombardo Boyar,Valet Boss,Male,USA
Bad Santa 2,Mike Starr,Jolly Santa,Male,USA
Bad Santa 2,Ryan Hansen,Regent Hastings,Male,USA
Bad Santa 2,Tony Cox,Marcus Skidmore,Male,USA
Bad Teacher,Aja Bair,Devon (Chase's Friend)       (as Aja Cheyenne Bair),Female,None
Bad Teacher,Andra Nechita,Gaby,Female,None
Bad Teacher,Cameron Diaz,Elizabeth Halsey,Female,USA
Bad Teacher,Jillian Armenante,Ms. Pavicic,Female,USA
Bad Teacher,Kaitlyn Dever,Sasha Abernathy,Female,USA
Bad Teacher,Kathryn Newton,Chase Rubin-Rossi,Female,None
Bad Teacher,Lucy Punch,Amy Squirrel,Female,UK
Bad Teacher,Phyllis Smith,Lynn Davies,Female,USA
Bad Teacher,John Michael Higgins,Principal Wally Snur,male,None
Bad Teacher,Dave Allen,Sandy Pinkus       (as Dave 'Gruber' Allen),Male,Ireland
Bad Teacher,Igal Ben Yair,Arkady,Male,None
Bad Teacher,Jason Segel,Russell Gettis,Male,USA
Bad Teacher,Justin Timberlake,Scott Delacorte,Male,USA
Bad Teacher,Matthew J. Evans,Garrett Tiara,Male,USA
Bad Teacher,Noah Munck,Tristan,Male,USA
Bad Words,Allison Janney,Dr. Bernice Deagan,Female,USA
Bad Words,Beth Grant,Bedazzled Judge,Female,USA
Bad Words,Gwen Parden,Brace Faced Girl,Female,None
Bad Words,Kathryn Hahn,Jenny Widgeon,Female,USA
Bad Words,Madison Hu,Ling Quan,Female,USA
Bad Words,Patricia Belcher,Ingrid,Female,USA
Bad Words,Allan Miller,Bald Glasses Judge,Male,USA
Bad Words,Anjul Nigam,Sriram Chopra,Male,India
Bad Words,Ben Falcone,Pete Fowler,Male,USA
Bad Words,Bob Stephenson,Bill Murhoff,Male,USA
Bad Words,Jason Bateman,Guy Trilby,Male,USA
Bad Words,Matthew Zhang,Braden Aftergood,Male,None
Bad Words,Philip Baker Hall,Dr. Bowman,Male,USA
Bad Words,Rohan Chand,Chaitanya Chopra,Male,USA
Bad Words,Steve Witting,Proctor at Spelling Bee,Male,None
Baggage Claim,Christina Milian,Taylor,Female,USA
Baggage Claim,Jenifer Lewis,Catherine,Female,USA
Baggage Claim,Jill Scott,Gail,Female,USA
Baggage Claim,La La Anthony,Tanya       (as Lala Anthony),Female,USA
Baggage Claim,Lauren London,Sheree,Female,USA
Baggage Claim,Paula Patton,Montana Moore,Female,USA
Baggage Claim,Tia Mowry-Hardrict,Janine       (as Tia Mowry),Female,Germany
Baggage Claim,Adam Brody,Sam,Male,USA
Baggage Claim,Boris Kodjoe,Graham,Male,Austria
Baggage Claim,Derek Luke,William Wright,Male,USA
Baggage Claim,Djimon Hounsou,Quinton,Male,Benin
Baggage Claim,Rickey Smiley,Calvin,Male,None
Baggage Claim,Taye Diggs,Langston,Male,USA
Baggage Claim,Thomas Miles,Frankie,Male,None
Baggage Claim,Trey Songz,Damon       (as Tremaine Neverson),Male,USA
Balls of Fury,Aisha Tyler,Mahogany,Female,USA
Balls of Fury,Maggie Q,Maggie,Female,USA
Balls of Fury,David Holmes,TV Producer       (as Dave Holmes),male,UK
Balls of Fury,Brett Delbuono,Young Randy - 12 Yrs. Old       (as Brett Delbuono),Male,USA
Balls of Fury,Cary-Hiroyuki Tagawa,Mysterious Asian Man,Male,Japan
Balls of Fury,Christopher Walken,Feng,Male,USA
Balls of Fury,Dan Fogler,Randy Daytona,Male,USA
Balls of Fury,Diedrich Bader,Gary,Male,USA
Balls of Fury,George Lopez,Rodriguez,Male,USA
Balls of Fury,James Hong,Wong,Male,USA
Balls of Fury,Jason Scott Lee,Siu-Foo,Male,USA
Balls of Fury,Robert Patrick,Sgt. Pete Daytona,Male,USA
Balls of Fury,Terry Crews,Freddy,Male,USA
Balls of Fury,Thomas Lennon,Karl Wolfschtagg,Male,USA
Balls of Fury,Toby Huss,Groundskeeper,Male,USA
Band Aid,Angelique Cabral,Lauren,Female,USA
Band Aid,Brooklyn Decker,Candice,Female,USA
Band Aid,Hannah Simone,Grace,Female,None
Band Aid,Majandra Delfino,Maria,Female,Venezuela
Band Aid,Retta,Carol,Female,None
Band Aid,Susie Essman,Shirley,Female,USA
Band Aid,Vivien Lyra Blair,Isis,Female,None
Band Aid,Zoe Lister-Jones,Anna,Female,USA
Band Aid,Adam Pally,Ben,Male,USA
Band Aid,Dylan Magenheim,Dylan,Male,None
Band Aid,Kailash Banerjee Sukhadia,Theo,Male,None
Band Aid,Nelson Franklin,Ned,Male,None
Band Aid,Nilu Gacek,Nilu,Male,None
Band Aid,Nolan Malcolm Fink,Jimmy,Male,None
Band Aid,Ravi Patel,Bobby,Male,USA
Barbershop: The Next Cut,Eve,Terri,Female,USA
Barbershop: The Next Cut,Jazsmin Lewis,Jennifer       (as Jazsmin Lewis-Kelley),Female,USA
Barbershop: The Next Cut,Margot Bingham,Bree,Female,USA
Barbershop: The Next Cut,Nicki Minaj,Draya,Female,Trinidad and Tobago
Barbershop: The Next Cut,Regina Hall,Angie,Female,USA
Barbershop: The Next Cut,Anthony Anderson,J.D.,Male,USA
Barbershop: The Next Cut,Cedric The Entertainer,Eddie,Male,USA
Barbershop: The Next Cut,Common,Rashad,Male,USA
Barbershop: The Next Cut,Deon Cole,Dante,Male,None
Barbershop: The Next Cut,Ice Cube,Calvin,Male,USA
Barbershop: The Next Cut,J.B. Smoove,One-Stop       (as JB Smoove),Male,USA
Barbershop: The Next Cut,Lamorne Morris,Jerrod,Male,None
Barbershop: The Next Cut,Sean Patrick Thomas,Jimmy,Male,USA
Barbershop: The Next Cut,Troy Garity,Isaac,Male,USA
Barbershop: The Next Cut,Utkarsh Ambudkar,Raja,Male,USA
Batman v Superman: Dawn of Justice,Amy Adams,Lois,Female,Italy
Batman v Superman: Dawn of Justice,Diane Lane,Martha Kent,Female,USA
Batman v Superman: Dawn of Justice,Gal Gadot,Diana Prince /              Wonder Woman,Female,Israel
Batman v Superman: Dawn of Justice,Holly Hunter,Senator Finch,Female,USA
Batman v Superman: Dawn of Justice,Lauren Cohan,Martha Wayne,Female,USA
Batman v Superman: Dawn of Justice,Tao Okamoto,Mercy Graves,Female,Japan
Batman v Superman: Dawn of Justice,Alan D. Purwin,Wayne Industries Pilot,Male,USA
Batman v Superman: Dawn of Justice,Ben Affleck,Bruce Wayne /              Batman,Male,USA
Batman v Superman: Dawn of Justice,Brandon Spink,Young Bruce Wayne,Male,None
Batman v Superman: Dawn of Justice,Callan Mulvey,Anatoli Knyazev,Male,New Zealand
Batman v Superman: Dawn of Justice,Henry Cavill,Clark Kent /              Superman,Male,Channel Island
Batman v Superman: Dawn of Justice,Jeremy Irons,Alfred,Male,UK
Batman v Superman: Dawn of Justice,Jesse Eisenberg,Lex Luthor,Male,USA
Batman v Superman: Dawn of Justice,Laurence Fishburne,Perry White,Male,USA
Batman v Superman: Dawn of Justice,Scoot Mcnairy,Wallace Keefe,Male,USA
Battle Los Angeles,Bridget Moynahan,Michele,Female,USA
Battle Los Angeles,Michelle Rodriguez,TSgt. Elena Santos,Female,USA
Battle Los Angeles,Aaron Eckhart,Ssgt. Michael Nantz,Male,USA
Battle Los Angeles,Adetokumboh M'Cormack,Corpsman Jibril Adukwu,Male,Sierra Leone
Battle Los Angeles,Bryce Cass,Hector Rincon,Male,USA
Battle Los Angeles,Cory Hardrict,Cpl. Jason Lockett,Male,USA
Battle Los Angeles,Gino Anthony Pesi,Cpl. Nick Stavrou,Male,USA
Battle Los Angeles,James Hiroyuki Liao,LCpl. Steven Mottola,Male,USA
Battle Los Angeles,Jim Parrack,LCpl. Peter Kerns,Male,USA
Battle Los Angeles,Michael Pena,Joe Rincon,Male,USA
Battle Los Angeles,Ne-Yo,Cpl. Kevin Harris,Male,USA
Battle Los Angeles,Neil Brown Jr.,LCpl. Richard Guerrero,Male,USA
Battle Los Angeles,Noel Fisher,Pfc. Shaun Lenihan,Male,Canada
Battle Los Angeles,Ramon Rodriguez,2nd Lt. William Martinez,Male,None
Battle Los Angeles,Will Rothhaar,Cpl. Lee Imlay,Male,USA
Battle of the Year,Caity Lotz,Stacy,Female,USA
Battle of the Year,Anis Cheurfa,Anis,Male,None
Battle of the Year,Chris Brown,Rooster,Male,USA
Battle of the Year,David Shreibman,Kid       (as Kid David),Male,None
Battle of the Year,Ivan 'Flipz' Velez,Flipz       (as Flipz),Male,None
Battle of the Year,Jesse 'Casper' Brown,Rebel       (as Jesse Casper Brown),Male,None
Battle of the Year,Jon 'Do Knock' Cruz,Do Knock       (as Jon Do Knock Cruz),Male,USA
Battle of the Year,Josh Holloway,Jason Blake,Male,USA
Battle of the Year,Josh Peck,Franklyn,Male,USA
Battle of the Year,Joshua Lee Ayers,Mayhem       (as Joshua Lee 'Milky' Ayers),Male,None
Battle of the Year,Laz Alonso,Dante Graham,Male,USA
Battle of the Year,Luis Rosado,Bambino,Male,None
Battle of the Year,Richard Maguire,Lil Adonis,Male,None
Battle of the Year,Sawandi Wilson,Sniper,Male,None
Battle of the Year,Steve Terada,Sight,Male,None
Battleship,Brooklyn Decker,Sam,Female,USA
Battleship,Rihanna,Petty Officer Cora 'Weps' Raikes,Female,Barbados
Battleship,Adam Godley,Dr. Nogrady,Male,UK
Battleship,Alexander Skarsgard,Commander Stone Hopper,Male,None
Battleship,Gregory D. Gadson,Lieutenant Colonel Mick Canales,Male,None
Battleship,Hamish Linklater,Cal Zapata,Male,USA
Battleship,Jerry Ferrara,Sampson JOOD Strodell,Male,USA
Battleship,Jesse Plemons,Boatswain Mate Seaman Jimmy 'Ordy' Ord,Male,USA
Battleship,John Tui,Chief Petty Officer Walter 'The Beast' Lynch,Male,New Zealand
Battleship,Joji Yoshida,Chief Engineer Hiroki,Male,None
Battleship,Liam Neeson,Admiral Shane,Male,UK
Battleship,Peter Macnicol,Secretary of Defense,Male,USA
Battleship,Rico Mcclinton,Captain Browley,Male,None
Battleship,Tadanobu Asano,Captain Yugi Nagata,Male,Japan
Battleship,Taylor Kitsch,Lieutenant Alex Hopper,Male,Canada
Baywatch,Alexandra Daddario,Summer Quinn,Female,USA
Baywatch,Ilfenesh Hadera,Stephanie Holden,Female,None
Baywatch,Kelly Rohrbach,CJ Parker,Female,USA
Baywatch,Pamela Anderson,Casey Jean Parker,Female,Canada
Baywatch,Priyanka Chopra,Victoria Leeds,Female,India
Baywatch,Amin Joseph,Frankie,Male,USA
Baywatch,David Hasselhoff,The Mentor,Male,USA
Baywatch,Dwayne Johnson,Mitch Buchannon,Male,USA
Baywatch,Hannibal Buress,Dave the Tech,Male,USA
Baywatch,Jack Kesy,Leon,Male,None
Baywatch,Jon Bass,Ronnie Greenbaum,Male,None
Baywatch,Oscar Nunez,Councilman Rodriguez,Male,Cuba
Baywatch,Rob Huebel,Captain Thorpe,Male,USA
Baywatch,Yahya Abdul-Mateen Ii,Sgt. Ellerbee,Male,None
Baywatch,Zac Efron,Matt Brody,Male,USA
Bears,John C. Reilly,Narrator       (voice),Male,USA
Beastly,Dakota Johnson,Sloan,Female,USA
Beastly,Lisagay Hamilton,Zola,Female,USA
Beastly,Mary-Kate Olsen,Kendra,Female,USA
Beastly,Rhiannon Moller-Trotter,Halloween Partygoer,Female,Canada
Beastly,Vanessa Hudgens,Lindy,Female,USA
Beastly,Alex Pettyfer,Kyle,Male,UK
Beastly,David Francis,Dr. Davis,Male,None
Beastly,Erik Knudsen,Trey,Male,Canada
Beastly,Gio Perez,Victor,Male,None
Beastly,Jonathan Dubsky,Student at Green Party,Male,None
Beastly,Justin Bradley,Student,Male,Canada
Beastly,Karl Graboshas,Male Teacher,Male,None
Beastly,Neil Patrick Harris,Will,Male,USA
Beastly,Peter Krause,Rob,Male,USA
Beastly,Steve Godin,Junkie,Male,None
Beasts of the Southern Wild,Amber Henry,LZA,Female,None
Beasts of the Southern Wild,Gina Montana,Miss Bathsheba,Female,None
Beasts of the Southern Wild,Hannah Holby,Open Arms Babysitter,Female,None
Beasts of the Southern Wild,Jonshel Alexander,Joy Strong,Female,None
Beasts of the Southern Wild,Kaliana Brower,T-Lou,Female,None
Beasts of the Southern Wild,Pamela Harper,Little Jo,Female,None
Beasts of the Southern Wild,Quvenzhane Wallis,Hushpuppy,Female,USA
Beasts of the Southern Wild,Dwight Henry,Wink,Male,USA
Beasts of the Southern Wild,Henry D. Coleman,Peter T,Male,USA
Beasts of the Southern Wild,Jimmy Lee Moore,Sgt. Major,Male,None
Beasts of the Southern Wild,Joseph Brown,Winston,Male,None
Beasts of the Southern Wild,Levy Easterly,Jean Battiste,Male,None
Beasts of the Southern Wild,Lowell Landes,Walrus,Male,None
Beasts of the Southern Wild,Nicholas Clark,Boy with Bell,Male,None
Beasts of the Southern Wild,Philip Lawrence,Dr. Maloney,Male,None
Beatriz at Dinner,Amelia Borella,Heidi,Female,None
Beatriz at Dinner,Amy Landecker,Jeana,Female,USA
Beatriz at Dinner,Chloe Sevigny,Shannon,Female,USA
Beatriz at Dinner,Connie Britton,Kathy,Female,USA
Beatriz at Dinner,Natalia Abelleyra,Suzana,Female,None
Beatriz at Dinner,Salma Hayek,Beatriz,Female,Mexico
Beatriz at Dinner,Soledad St. Hilaire,Rosa,Female,Panama
Beatriz at Dinner,David Warshofsky,Grant,Male,USA
Beatriz at Dinner,Enrique Castillo,Marcus,Male,USA
Beatriz at Dinner,Jay Duplass,Alex,Male,USA
Beatriz at Dinner,John Early,Evan,Male,USA
Beatriz at Dinner,John Lithgow,Doug,Male,USA
Beatriz at Dinner,Sean O'Bryan,Security Guard,Male,USA
Beautiful Creatures,Alice Englert,Lena Duchannes,Female,Australia
Beautiful Creatures,Eileen Atkins,Gramma,Female,UK
Beautiful Creatures,Emma Thompson,Mrs. Lincoln /              Sarafine,Female,UK
Beautiful Creatures,Emmy Rossum,Ridley Duchannes,Female,USA
Beautiful Creatures,Margo Martindale,Aunt Del,Female,USA
Beautiful Creatures,Rachel Brosnahan,Genevieve Duchannes,Female,USA
Beautiful Creatures,Robin Skye,Mrs. Hester,Female,None
Beautiful Creatures,Tiffany Boone,Savannah Snow,Female,None
Beautiful Creatures,Viola Davis,Amma,Female,USA
Beautiful Creatures,Zoey Deutch,Emily Asher,Female,USA
Beautiful Creatures,Pruitt Taylor Vince,Mr. Lee,male,None
Beautiful Creatures,Alden Ehrenreich,Ethan Wate,Male,USA
Beautiful Creatures,Jeremy Irons,Macon Ravenwood,Male,UK
Beautiful Creatures,Kyle Gallner,Larkin Ravenwood,Male,USA
Beautiful Creatures,Thomas Mann,Link,Male,USA
Beauty and the Beast,Audra Mcdonald,Madame Garderobe,Female,Germany
Beauty and the Beast,Emma Thompson,Mrs. Potts,Female,UK
Beauty and the Beast,Emma Watson,Belle,Female,France
Beauty and the Beast,Hattie Morahan,Agathe /              Enchantress,Female,UK
Beauty and the Beast,Haydn Gwynne,Clothilde,Female,UK
Beauty and the Beast,Dan Stevens,Beast,Male,UK
Beauty and the Beast,Ewan Mcgregor,Lumi&#232;re,Male,UK
Beauty and the Beast,Gerard Horan,Jean the Potter,Male,UK
Beauty and the Beast,Ian Mckellen,Cogsworth,Male,UK
Beauty and the Beast,Josh Gad,LeFou,Male,USA
Beauty and the Beast,Kevin Kline,Maurice,Male,USA
Beauty and the Beast,Luke Evans,Gaston,Male,UK
Beauty and the Beast,Nathan Mack,Chip,Male,None
Beauty and the Beast,Ray Fearon,P&#232;re Robert,Male,UK
Beauty and the Beast,Stanley Tucci,Maestro Cadenza,Male,USA
Because I Said So,Diane Keaton,Daphne Wilder,Female,USA
Because I Said So,Emily Maisano,Milly's Staff #3,Female,None
Because I Said So,Karen Leigh Hopkins,Milly's Staff #2 /              Charlie,Female,None
Because I Said So,Lauren Graham,Maggie,Female,USA
Because I Said So,Mandy Moore,Milly Wilder,Female,USA
Because I Said So,Piper Perabo,Mae,Female,USA
Because I Said So,Sophina Brown,Milly's Staff #1 /              Matisse,Female,USA
Because I Said So,Colin Ferguson,Derek,Male,Canada
Because I Said So,Gabriel Macht,Johnny,Male,USA
Because I Said So,Gerald Downey,Cousin Dougy's Friend,Male,None
Because I Said So,Matt Champagne,Eli,Male,None
Because I Said So,Stephen Collins,Joe,Male,USA
Because I Said So,Tom Everett Scott,Jason,Male,USA
Because I Said So,Tony Hale,Stuart,Male,USA
Because I Said So,Ty Panitz,Lionel,Male,USA
Bedtime Stories,Carmen Electra,Hot Girl,Female,USA
Bedtime Stories,Courteney Cox,Wendy,Female,USA
Bedtime Stories,Kathryn Joosten,Mrs. Dixon,Female,USA
Bedtime Stories,Keri Russell,Jill,Female,USA
Bedtime Stories,Laura Ann Kesling,Bobbi,Female,USA
Bedtime Stories,Lucy Lawless,Aspen,Female,New Zealand
Bedtime Stories,Teresa Palmer,Violet Nottingham,Female,Australia
Bedtime Stories,Adam Sandler,Skeeter Bronson,Male,USA
Bedtime Stories,Allen Covert,Ferrari Guy,Male,USA
Bedtime Stories,Guy Pearce,Kendall,Male,UK
Bedtime Stories,Jonathan Morgan Heit,Patrick,Male,USA
Bedtime Stories,Jonathan Pryce,Marty Bronson,Male,UK
Bedtime Stories,Nick Swardson,Engineer,Male,USA
Bedtime Stories,Richard Griffiths,Barry Nottingham,Male,UK
Bedtime Stories,Russell Brand,Mickey,Male,UK
Bee Movie,Kathy Bates,Janet Benson       (voice),Female,USA
Bee Movie,Megan Mullally,Trudy       (voice),Female,USA
Bee Movie,Oprah Winfrey,Judge Bumbleton       (voice),Female,USA
Bee Movie,Renee Zellweger,Vanessa Bloome       (voice),Female,USA
Bee Movie,Barry Levinson,Martin Benson       (voice),male,USA
Bee Movie,Chris Rock,Mooseblood       (voice),Male,USA
Bee Movie,Jerry Seinfeld,Barry B. Benson       (voice),Male,USA
Bee Movie,John Goodman,Layton T. Montgomery       (voice),Male,USA
Bee Movie,Larry King,Bee Larry King       (voice),Male,USA
Bee Movie,Larry Miller,Buzzwell       (voice),Male,USA
Bee Movie,Matthew Broderick,Adam Flayman       (voice),Male,USA
Bee Movie,Patrick Warburton,Ken       (voice),Male,USA
Bee Movie,Ray Liotta,Ray Liotta       (voice),Male,USA
Bee Movie,Rip Torn,Lou Lo Duca       (voice),Male,USA
Bee Movie,Sting,Sting       (voice),Male,UK
Before I Fall,Chelsea Gill,Sera Grundel       (as Chelsea Kaur Gill),Female,None
Before I Fall,Claire Margaret Corlett,Devil Cupid,Female,None
Before I Fall,Cynthy Wu,Ally Harris,Female,None
Before I Fall,Elena Kampouris,Juliet Sykes,Female,USA
Before I Fall,Erica Tremblay,Izzy Kingston,Female,None
Before I Fall,Halston Sage,Lindsay Edgecomb,Female,USA
Before I Fall,Jennifer Beals,Julie Kingston,Female,USA
Before I Fall,Liv Hewson,Anna Cartulo,Female,None
Before I Fall,Medalion Rahimi,Elody,Female,USA
Before I Fall,Roan Curtis,Angel Cupid /              Marion,Female,None
Before I Fall,Zoey Deutch,Samantha Kingston,Female,USA
Before I Fall,Diego Boneta,Mr. Daimler,Male,Mexico
Before I Fall,Kian Lawley,Rob Cokran,Male,USA
Before I Fall,Logan Miller,Kent McFuller,Male,USA
Before I Fall,Nicholas Lea,Dan Kingston,Male,Canada
Before Midnight,Athina Rachel Tsangari,Ariadni,female,Greece
Before Midnight,Anouk Servera,Child,Female,None
Before Midnight,Ariane Labed,Anna,Female,Greece
Before Midnight,Charlotte Prior,Nina,Female,None
Before Midnight,Jennifer Prior,Ella,Female,None
Before Midnight,Julie Delpy,Celine,Female,France
Before Midnight,Xenia Kalogeropoulou,Natalia,Female,Greece
Before Midnight,Yota Argyropoulou,Hotel Clerk,Female,None
Before Midnight,Walter Lassally,Patrick,male,Germany
Before Midnight,Enrico Focardi,Child,Male,None
Before Midnight,Ethan Hawke,Jesse,Male,USA
Before Midnight,Manolis Goussias,Child,Male,None
Before Midnight,Panos Koronis,Stefanos,Male,None
Before Midnight,Seamus Davey-Fitzpatrick,Hank,Male,USA
Before Midnight,Yiannis Papadopoulos,Achilleas       (as Yannis Papadopoulos),Male,None
Begin Again,Catherine Keener,Miriam,Female,USA
Begin Again,Hailee Steinfeld,Violet,Female,USA
Begin Again,Jen Jacob,Dave's Fangirl,Female,None
Begin Again,Karen Pittman,Business Woman,Female,None
Begin Again,Keira Knightley,Gretta,Female,UK
Begin Again,Mary Catherine Garrison,Jill,Female,USA
Begin Again,Adam Levine,Dave,Male,USA
Begin Again,Andrew Sellon,Christian Father,Male,USA
Begin Again,Ed Renninger,Barman,Male,None
Begin Again,Eric Burton,Singer Songwriter #2,Male,None
Begin Again,James Corden,Steve,Male,UK
Begin Again,Marco Assante,Marco,Male,None
Begin Again,Mark Ruffalo,Dan,Male,USA
Begin Again,Paul Romero,Bartender,Male,None
Begin Again,Yasiin Bey,Saul,Male,USA
Beginners,Amanda Payton,Party Person,Female,None
Beginners,China Shavers,Shauna,Female,None
Beginners,Hana Jane,The Sads       (as Hana Hwang),Female,None
Beginners,M Elanie Laurent,Anna,Female,France
Beginners,Mary Page Keller,Georgia,Female,USA
Beginners,Melissa Tang,Liz,Female,USA
Beginners,Bambadjan Bamba,The Sads,Male,Ivory Coast
Beginners,Christopher Plummer,Hal,Male,Canada
Beginners,Ewan Mcgregor,Oliver,Male,UK
Beginners,Goran Visnjic,Andy,Male,Yugoslavia
Beginners,Kai Lennox,Elliot,Male,None
Beginners,Keegan Boos,Young Oliver,Male,None
Beginners,Lou Taylor Pucci,Magician,Male,USA
Beginners,Luke Diliberto,Green Witch,Male,None
Beginners,Samuel T. Ritter,The Sads,Male,None
Ben-Hur,Ayelet Zurer,Naomi Ben-Hur,Female,Israel
